entity,record_identifier,field,issue_type,severity,description,whether_corrected,safe_reference
Booking,B1438,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1438
Booking,B1483,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1483
Booking,B1508,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1508
Booking,B1525,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1525
Booking,B1529,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1529
Booking,B1536,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1536
Booking,B1576,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1576
Booking,B1583,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1583
Booking,B1593,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1593
Booking,B1602,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1602
Booking,B1614,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1614
Booking,B1641,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1641
Booking,B1650,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1650
Booking,B1654,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1654
Booking,B1673,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1673
Booking,B1680,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1680
Booking,B1711,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1711
Booking,B1772,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1772
Booking,B1858,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1858
Booking,B1860,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1860
Booking,B1975,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1975
Booking,B1982,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1982
Booking,B1983,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1983
Booking,B1989,status,MISSING_STATUS,MEDIUM,Booking status was null/empty; standardized to UNKNOWN.,YES,B1989
Flight,AI020,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight AI020
Flight,AI031,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight AI031
Flight,AI043,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight AI043
Flight,AI070,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight AI070
Flight,AI242,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight AI242
Flight,SJ037,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight SJ037
Flight,SJ118,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight SJ118
Flight,SJ142,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight SJ142
Flight,SJ146,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight SJ146
Flight,UK013,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK013
Flight,UK049,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK049
Flight,UK139,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK139
Flight,UK160,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK160
Flight,UK163,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK163
Flight,UK180,ALL,EXACT_DUPLICATE,MEDIUM,Identical operational flight row duplicated; removing redundant row.,YES,Flight UK180
Flight,6F250,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F250
Flight,6F250,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F250
Flight,6F251,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F251
Flight,6F252,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F252
Flight,6F253,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F253
Flight,6F254,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F254
Flight,6F255,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F255
Flight,6F256,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F256
Flight,6F257,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F257
Flight,6F258,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F258
Flight,6F259,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F259
Flight,6F260,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F260
Flight,6F261,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F261
Flight,6F262,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F262
Flight,6F263,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F263
Flight,6F264,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F264
Flight,6F265,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F265
Flight,6F266,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F266
Flight,6F267,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F267
Flight,6F268,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F268
Flight,6F269,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F269
Flight,6F270,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F270
Flight,6F271,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F271
Flight,6F272,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'IndiGo' from prefix '6F'.,YES,6F272
Flight,AI009,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI009
Flight,AI020,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI020
Flight,AI037,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI037
Flight,AI044,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI044
Flight,AI046,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI046
Flight,AI047,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI047
Flight,AI065,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI065
Flight,AI069,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI069
Flight,AI088,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI088
Flight,AI100,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI100
Flight,AI125,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI125
Flight,AI128,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI128
Flight,AI145,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI145
Flight,AI168,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI168
Flight,AI219,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI219
Flight,AI222,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI222
Flight,AI226,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI226
Flight,AI230,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI230
Flight,AI242,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI242
Flight,AI243,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI243
Flight,AI250,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI250
Flight,AI252,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Air India' from prefix 'AI'.,YES,AI252
Flight,SJ027,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ027
Flight,SJ029,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ029
Flight,SJ043,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ043
Flight,SJ051,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ051
Flight,SJ096,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ096
Flight,SJ099,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ099
Flight,SJ138,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ138
Flight,SJ140,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ140
Flight,SJ203,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ203
Flight,SJ212,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ212
Flight,SJ225,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'SpiceJet' from prefix 'SJ'.,YES,SJ225
Flight,UK003,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK003
Flight,UK043,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK043
Flight,UK077,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK077
Flight,UK081,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK081
Flight,UK088,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK088
Flight,UK112,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK112
Flight,UK139,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK139
Flight,UK141,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK141
Flight,UK151,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK151
Flight,UK209,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK209
Flight,UK224,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'nan'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK224
Flight,UK229,airline,MISSING_OR_UNKNOWN_AIRLINE,LOW,Airline was 'UNKNOWN'; objectively recovered as 'Vistara' from prefix 'UK'.,YES,UK229
Passenger,P1108,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Kulkarni' from combined first name 'IshaanKulkarni'.,YES,Ishaan K.
Passenger,P1141,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Kulkarni' from combined first name 'SaiKulkarni'.,YES,Sai K.
Passenger,P1178,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Naidu' from combined first name 'Kavyanaidu'.,YES,Kavya N.
Passenger,P1236,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Sharma' from combined first name 'MyraSharma'.,YES,Myra S.
Passenger,P1781,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Singh' from combined first name 'ArjunSingh'.,YES,Arjun S.
Passenger,P1889,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Patel' from combined first name 'AadhyapPatel'.,YES,Aadhyap P.
Passenger,P1944,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Gupta' from combined first name 'RiyaGupta'.,YES,Riya G.
Passenger,P1985,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Nair' from combined first name 'AadhyaNair'.,YES,Aadhya N.
Passenger,P1994,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Kulkarni' from combined first name 'DiyaKulkarni'.,YES,Diya K.
Passenger,P1999,last_name,CONCATENATED_NAME,LOW,Last name was missing; extracted 'Pillai' from combined first name 'AnanyaPillai'.,YES,Ananya P.
