booking_id,booking_date,flight_key,passenger_key,airline_key,route_key,raw_passenger_id,raw_flight_id,booking_status,is_confirmed,is_cancelled,is_pending,is_invalid,is_unknown,is_unresolved_flight,is_unresolved_passenger,gross_payment_amount,realized_revenue,payment_record_count,valid_payment_count,has_valid_payment
B1193,2025-05-22 11:37:36.951,183,189,2,21,P1180,AI159,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1194,2025-07-11 11:37:36.951,173,481,1,2,P1465,6F091,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1195,2025-07-20 11:37:36.951,170,449,1,14,P1433,6F084,CANCELLED,0,1,0,0,0,0,0,19224.28,0.0,2,2,1
B1196,2026-01-15 11:37:36.951,180,479,4,6,P1463,UK170,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1197,2025-05-19 11:37:36.951,167,700,4,25,P1680,UK212,CONFIRMED,1,0,0,0,0,0,0,8876.86,8876.86,1,1,1
B1198,2025-06-16 11:37:36.951,204,946,3,16,P1913,SJ022,INVALID,0,0,0,1,0,0,0,1830.32,0.0,1,1,1
B1199,2025-12-13 11:37:36.951,182,550,3,26,P1533,SJ075,PENDING,0,0,1,0,0,0,0,13499.52,0.0,2,2,1
B1200,2025-09-17 11:37:36.951,219,67,4,19,P1065,UK177,CONFIRMED,1,0,0,0,0,0,0,30813.57,30813.57,3,3,1
B1201,2026-02-01 11:37:36.951,222,21,4,26,P1020,UK206,CANCELLED,0,1,0,0,0,0,0,7338.75,0.0,1,1,1
B1202,2025-04-29 11:37:36.951,213,629,4,16,P1611,UK079,CANCELLED,0,1,0,0,0,0,0,1973.12,0.0,1,1,1
B1203,2025-06-21 11:37:36.951,186,396,4,23,P1383,UK040,CONFIRMED,1,0,0,0,0,0,0,12774.63,12774.63,1,1,1
B1204,2025-07-25 11:37:36.951,224,-1,2,17,P1811,AI034,CONFIRMED,1,0,0,0,0,0,1,14106.07,14106.07,1,1,1
B1205,2025-10-18 11:37:36.951,212,632,4,16,P1614,UK034,CONFIRMED,1,0,0,0,0,0,0,10452.65,10452.65,1,1,1
B1206,2025-07-02 11:37:36.951,218,576,2,29,P1558,AI088,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1207,2025-06-11 11:37:36.951,220,40,2,7,P1038,AI128,PENDING,0,0,1,0,0,0,0,10823.99,0.0,1,1,1
B1208,2025-07-22 11:37:36.951,200,296,3,26,P1284,SJ052,INVALID,0,0,0,1,0,0,0,22071.57,0.0,2,2,1
B1209,2025-12-15 11:37:36.951,201,849,2,1,P1821,AI233,PENDING,0,0,1,0,0,0,0,10307.2,0.0,1,1,1
B1210,2026-01-20 11:37:36.951,225,619,2,7,P1601,AI012,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1211,2025-07-07 11:37:36.951,196,614,2,9,P1596,AI084,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1212,2025-07-08 11:37:36.951,199,809,1,15,P1784,6F126,PENDING,0,0,1,0,0,0,0,8421.62,0.0,1,1,1
B1213,2025-06-16 11:37:36.951,215,348,3,26,P1335,SJ061,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1214,2025-08-14 11:37:36.951,198,196,4,12,P1187,UK194,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1215,2025-08-08 11:37:36.951,214,690,2,1,P1670,AI135,CANCELLED,0,1,0,0,0,0,0,11951.15,0.0,2,2,1
B1216,2025-12-09 11:37:36.951,195,253,1,8,P1242,6F238,CONFIRMED,1,0,0,0,0,0,0,19165.81,19165.81,3,3,1
B1217,2026-03-19 11:37:36.951,192,74,1,26,P1072,6F092,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1218,2025-11-13 11:37:36.951,202,495,2,23,P1478,AI213,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1219,2026-02-15 11:37:36.951,191,1008,4,24,P1973,UK193,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1220,2026-04-04 11:37:36.951,231,578,1,7,P1560,6F178,PENDING,0,0,1,0,0,0,0,11075.72,0.0,1,1,1
B1221,2026-03-06 11:37:36.951,221,102,2,13,P1100,AI158,CONFIRMED,1,0,0,0,0,0,0,18797.11,18797.11,2,2,1
B1222,2026-03-30 11:37:36.951,244,530,4,18,P1513,UK208,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1223,2026-04-09 11:37:36.951,210,779,1,10,P1755,6F056,UNKNOWN,0,0,0,0,1,0,0,1794.08,0.0,1,1,1
B1224,2025-10-26 11:37:36.951,208,183,4,20,P1175,UK185,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1225,2026-01-13 11:37:36.951,206,248,2,25,P1237,AI163,PENDING,0,0,1,0,0,0,0,3894.65,0.0,2,1,1
B1226,2025-08-23 11:37:36.951,233,941,2,16,P1909,AI112,CONFIRMED,1,0,0,0,0,0,0,8968.11,8968.11,1,1,1
B1227,2025-10-23 11:37:36.951,236,60,2,5,P1058,AI227,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1228,2026-04-17 11:37:36.951,227,893,3,26,P1864,SJ083,CONFIRMED,1,0,0,0,0,0,0,11716.58,11716.58,2,2,1
B1229,2026-02-07 11:37:36.951,240,100,4,2,P1098,UK073,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1230,2025-04-29 11:37:36.951,248,988,1,8,P1953,6F169,PENDING,0,0,1,0,0,0,0,4531.77,0.0,1,1,1
B1231,2026-04-06 11:37:36.951,239,899,4,30,P1870,UK154,CANCELLED,0,1,0,0,0,0,0,11556.42,0.0,2,2,1
B1232,2025-10-06 11:37:36.951,256,988,3,10,P1953,SJ169,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1233,2025-05-13 11:37:36.951,253,511,1,10,P1494,6F187,CANCELLED,0,1,0,0,0,0,0,1617.29,0.0,1,1,1
B1234,2025-11-21 11:37:36.951,217,981,4,18,P1946,UK210,CANCELLED,0,1,0,0,0,0,0,7984.22,0.0,1,1,1
B1235,2025-12-23 11:37:36.951,-1,1014,1,-1,P1979,6F250,PENDING,0,0,1,0,0,1,0,1236.74,0.0,2,1,1
B1236,2025-07-05 11:37:36.951,211,530,2,29,P1513,AI062,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1237,2025-11-16 11:37:36.951,216,778,2,15,P1754,AI047,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1238,2025-10-20 11:37:36.951,228,308,3,13,P1296,SJ186,UNKNOWN,0,0,0,0,1,0,0,3231.46,0.0,1,1,1
B1239,2025-11-17 11:37:36.951,230,219,2,11,P1210,AI217,CANCELLED,0,1,0,0,0,0,0,8821.9,0.0,1,1,1
B1240,2025-12-31 11:37:36.951,234,128,4,11,P1122,UK100,CONFIRMED,1,0,0,0,0,0,0,12241.53,12241.53,1,1,1
B1241,2025-12-16 11:37:36.951,255,238,4,12,P1228,UK116,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,1,0,0
B1242,2025-12-01 11:37:36.951,270,611,1,11,P1593,6F036,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1243,2026-01-22 11:37:36.951,257,675,2,9,P1655,AI175,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1244,2025-08-18 11:37:36.951,243,400,4,24,P1387,UK051,CONFIRMED,1,0,0,0,0,0,0,4953.56,4953.56,1,1,1
B1245,2026-04-17 11:37:36.951,271,145,1,12,P1139,6F201,UNKNOWN,0,0,0,0,1,0,0,3162.91,0.0,1,1,1
B1246,2026-04-09 11:37:36.951,247,557,1,11,P1540,6F230,CONFIRMED,1,0,0,0,0,0,0,11516.06,11516.06,1,1,1
B1247,2025-08-13 11:37:36.951,223,403,3,1,P1390,SJ138,CANCELLED,0,1,0,0,0,0,0,7658.69,0.0,1,1,1
B1248,2026-03-04 11:37:36.951,252,281,2,6,P1269,AI246,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1249,2025-06-06 11:37:36.951,266,782,1,25,P1758,6F179,CANCELLED,0,1,0,0,0,0,0,5024.44,0.0,2,2,1
B1250,2026-01-28 11:37:36.951,274,12,1,6,P1011,6F031,CANCELLED,0,1,0,0,0,0,0,6497.92,0.0,1,1,1
B1251,2025-08-30 11:37:36.951,232,895,4,1,P1866,UK015,PENDING,0,0,1,0,0,0,0,6952.65,0.0,1,1,1
B1252,2025-04-21 11:37:36.951,229,401,4,13,P1388,UK001,CANCELLED,0,1,0,0,0,0,0,1480.08,0.0,1,1,1
B1253,2026-02-27 11:37:36.951,235,349,1,26,P1336,6F133,CANCELLED,0,1,0,0,0,0,0,16182.17,0.0,2,2,1
B1254,2025-07-22 11:37:36.951,272,522,1,13,P1505,6F143,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1255,2025-09-22 11:37:36.951,275,110,4,16,P1105,UK165,CANCELLED,0,1,0,0,0,0,0,1412.67,0.0,1,1,1
B1256,2025-08-10 11:37:36.951,226,32,1,3,P1031,6F083,CANCELLED,0,1,0,0,0,0,0,2040.64,0.0,1,1,1
B1257,2025-08-19 11:37:36.951,254,75,2,18,P1073,AI082,CANCELLED,0,1,0,0,0,0,0,13028.65,0.0,1,1,1
B1258,2025-10-28 11:37:36.951,241,178,2,16,P1170,AI164,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1259,2026-01-19 11:37:36.951,288,876,3,18,P1848,SJ155,CANCELLED,0,1,0,0,0,0,0,12805.67,0.0,1,1,1
B1260,2026-01-04 11:37:36.951,246,70,2,13,P1068,AI189,CANCELLED,0,1,0,0,0,0,0,16293.86,0.0,3,3,1
B1261,2025-12-21 11:37:36.951,269,840,3,7,P1812,SJ057,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1262,2025-05-07 11:37:36.951,286,374,3,12,P1361,SJ198,CONFIRMED,1,0,0,0,0,0,0,10619.2,10619.2,2,2,1
B1263,2026-01-03 11:37:36.951,276,668,1,16,P1648,6F122,CANCELLED,0,1,0,0,0,0,0,12480.9,0.0,2,2,1
B1264,2026-04-15 11:37:36.951,264,448,3,7,P1432,SJ097,CONFIRMED,1,0,0,0,0,0,0,8599.61,8599.61,2,2,1
B1265,2025-08-06 11:37:36.951,238,961,4,4,P1928,UK203,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1266,2026-01-16 11:37:36.951,237,1034,4,23,P1995,UK093,CONFIRMED,1,0,0,0,0,0,0,14431.32,14431.32,1,1,1
B1267,2025-05-21 11:37:36.951,249,101,2,1,P1099,AI205,CANCELLED,0,1,0,0,0,0,0,16308.98,0.0,2,2,1
B1268,2026-01-16 11:37:36.951,291,677,2,11,P1657,AI102,INVALID,0,0,0,1,0,0,0,13289.27,0.0,1,1,1
B1269,2025-09-06 11:37:36.951,278,9,1,16,P1008,6F046,CONFIRMED,1,0,0,0,0,0,0,21299.7,21299.7,2,2,1
B1270,2025-06-02 11:37:36.951,260,591,3,20,P1573,SJ017,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1271,2025-10-20 11:37:36.951,267,717,1,27,P1696,6F156,PENDING,0,0,1,0,0,0,0,12211.33,0.0,1,1,1
B1272,2025-07-18 11:37:36.951,263,29,2,6,P1028,AI068,PENDING,0,0,1,0,0,0,0,30432.86,0.0,4,3,1
B1273,2025-06-05 11:37:36.951,245,923,2,8,P1892,AI150,UNKNOWN,0,0,0,0,1,0,0,9142.12,0.0,2,2,1
B1274,2025-10-15 11:37:36.951,242,119,4,11,P1113,UK008,PENDING,0,0,1,0,0,0,0,8582.34,0.0,1,1,1
B1275,2025-07-11 11:37:36.951,292,477,1,7,P1461,6F166,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1276,2025-07-15 11:37:36.951,273,953,1,25,P1920,6F177,CONFIRMED,1,0,0,0,0,0,0,9396.07,9396.07,1,1,1
B1277,2026-01-19 11:37:36.951,262,150,2,30,P1142,AI196,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1278,2025-08-09 11:37:36.951,259,402,3,1,P1389,SJ191,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1279,2025-05-10 11:37:36.951,290,651,1,1,P1631,6F019,UNKNOWN,0,0,0,0,1,0,0,5467.05,0.0,1,1,1
B1280,2026-04-12 11:37:36.951,282,701,2,4,P1681,AI226,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1281,2026-01-21 11:37:36.951,285,164,3,18,P1156,SJ207,CANCELLED,0,1,0,0,0,0,0,4413.8,0.0,1,1,1
B1282,2025-12-30 11:37:36.951,277,347,2,18,P1334,AI009,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1283,2025-05-08 11:37:36.951,250,889,2,1,P1860,AI103,INVALID,0,0,0,1,0,0,0,8606.06,0.0,2,2,1
B1284,2026-02-22 11:37:36.951,281,271,3,8,P1259,SJ127,CANCELLED,0,1,0,0,0,0,0,12706.73,0.0,2,2,1
B1285,2026-03-26 11:37:36.951,261,83,4,26,P1081,UK188,CANCELLED,0,1,0,0,0,0,0,1207.32,0.0,1,1,1
B1286,2025-09-25 11:37:36.951,294,777,1,16,P1753,6F010,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1287,2025-12-13 11:37:36.951,258,456,3,25,P1440,SJ098,CANCELLED,0,1,0,0,0,0,0,22303.69,0.0,2,2,1
B1288,2025-12-11 11:37:36.951,284,-1,1,7,P1944,6F058,PENDING,0,0,1,0,0,0,1,9254.89,0.0,2,2,1
B1289,2026-03-23 11:37:36.951,265,179,3,19,P1171,SJ030,PENDING,0,0,1,0,0,0,0,12016.99,0.0,2,1,1
B1290,2025-07-26 11:37:36.951,293,240,4,1,P1230,UK175,CANCELLED,0,1,0,0,0,0,0,13471.57,0.0,1,1,1
B1291,2026-04-01 11:37:36.951,287,741,3,4,P1719,SJ108,PENDING,0,0,1,0,0,0,0,4129.39,0.0,1,1,1
B1292,2025-08-03 11:37:36.951,309,76,1,7,P1074,6F075,CONFIRMED,1,0,0,0,0,0,0,22109.52,22109.52,2,2,1
B1293,2025-08-31 11:37:36.951,280,281,4,7,P1269,UK222,CONFIRMED,1,0,0,0,0,0,0,6227.3,6227.3,1,1,1
B1294,2025-07-13 11:37:36.951,-1,929,1,-1,P1898,6F250,CANCELLED,0,1,0,0,0,1,0,0.0,0.0,0,0,0
B1295,2025-12-29 11:37:36.951,317,644,2,13,P1625,AI096,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1296,2025-12-23 11:37:36.951,283,63,2,7,P1061,AI216,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1297,2026-01-23 11:37:36.951,289,902,1,10,P1873,6F193,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1298,2026-01-02 11:37:36.951,303,331,3,13,P1319,SJ194,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1299,2025-09-11 11:37:36.951,310,103,3,1,P1101,SJ020,CONFIRMED,1,0,0,0,0,0,0,8842.93,8842.93,1,1,1
B1300,2025-06-14 11:37:36.951,299,444,1,24,P1428,6F070,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1301,2025-09-03 11:37:36.951,279,902,2,26,P1873,AI051,CONFIRMED,1,0,0,0,0,0,0,14671.03,14671.03,1,1,1
B1302,2025-12-27 11:37:36.951,313,743,4,9,P1721,UK219,PENDING,0,0,1,0,0,0,0,24221.91,0.0,3,3,1
B1303,2025-12-13 11:37:36.951,304,988,2,4,P1953,AI235,CONFIRMED,1,0,0,0,0,0,0,19672.95,19672.95,2,2,1
B1304,2025-12-13 11:37:36.951,318,266,1,26,P1254,6F022,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1305,2025-09-28 11:37:36.951,306,548,3,24,P1531,SJ114,PENDING,0,0,1,0,0,0,0,13844.39,0.0,1,1,1
B1306,2025-12-01 11:37:36.951,301,587,3,20,P1569,SJ076,CONFIRMED,1,0,0,0,0,0,0,9753.04,9753.04,1,1,1
B1307,2026-01-26 11:37:36.951,315,117,4,9,P1111,UK227,PENDING,0,0,1,0,0,0,0,26271.33,0.0,2,2,1
B1308,2025-07-22 11:37:36.951,296,1020,4,24,P1984,UK135,CANCELLED,0,1,0,0,0,0,0,21710.67,0.0,2,2,1
B1309,2025-05-06 11:37:36.951,295,324,2,10,P1312,AI234,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1310,2025-08-20 11:37:36.951,324,1036,1,7,P1997,6F113,PENDING,0,0,1,0,0,0,0,7370.22,0.0,1,1,1
B1311,2025-11-16 11:37:36.951,330,476,3,18,P1460,SJ206,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1312,2026-03-29 11:37:36.951,300,728,2,2,P1707,AI015,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1313,2025-05-16 11:37:36.951,316,916,1,13,P1886,6F260,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1314,2025-04-28 11:37:36.951,298,477,2,7,P1461,AI061,CONFIRMED,1,0,0,0,0,0,0,7529.51,7529.51,2,1,1
B1315,2026-03-26 11:37:36.951,319,893,1,25,P1864,6F237,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1316,2026-01-06 11:37:36.951,311,93,3,26,P1091,SJ099,PENDING,0,0,1,0,0,0,0,11302.63,0.0,1,1,1
B1317,2026-02-24 11:37:36.951,307,53,3,21,P1051,SJ146,CANCELLED,0,1,0,0,0,0,0,33282.71,0.0,3,3,1
B1318,2025-05-23 11:37:36.951,307,829,3,21,P1804,SJ146,CANCELLED,0,1,0,0,0,0,0,4594.77,0.0,1,1,1
B1319,2025-05-04 11:37:36.951,336,536,1,18,P1519,6F071,CONFIRMED,1,0,0,0,0,0,0,5359.26,5359.26,1,1,1
B1320,2025-08-13 11:37:36.951,297,-1,1,25,P1811,6F272,PENDING,0,0,1,0,0,0,1,22159.09,0.0,2,2,1
B1321,2026-02-12 11:37:36.951,302,99,3,24,P1097,SJ029,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1322,2025-07-27 11:37:36.951,329,245,4,29,P1235,UK084,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1323,2026-02-06 11:37:36.951,305,931,3,26,P1900,SJ048,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1324,2026-02-04 11:37:36.951,322,386,2,2,P1373,AI108,CANCELLED,0,1,0,0,0,0,0,7543.0,0.0,2,1,1
B1325,2025-08-11 11:37:36.951,343,598,3,7,P1580,SJ134,CANCELLED,0,1,0,0,0,0,0,4503.45,0.0,1,1,1
B1326,2025-10-31 11:37:36.951,320,959,4,10,P1926,UK146,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1327,2025-09-24 11:37:36.951,332,574,3,19,P1556,SJ036,CONFIRMED,1,0,0,0,0,0,0,13822.99,13822.99,1,1,1
B1328,2025-11-01 11:37:36.951,335,668,1,21,P1648,6F202,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1329,2026-02-13 11:37:36.951,308,243,4,25,P1233,UK041,CONFIRMED,1,0,0,0,0,0,0,6401.38,6401.38,1,1,1
B1330,2025-12-06 11:37:36.951,312,32,1,7,P1031,6F078,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1331,2025-07-03 11:37:36.951,353,300,2,25,P1288,AI097,PENDING,0,0,1,0,0,0,0,7131.5,0.0,1,1,1
B1332,2026-01-15 11:37:36.951,328,657,4,11,P1637,UK159,CONFIRMED,1,0,0,0,0,0,0,4183.32,4183.32,1,1,1
B1333,2025-09-06 11:37:36.951,331,596,4,1,P1578,UK044,CANCELLED,0,1,0,0,0,0,0,4610.9,0.0,2,2,1
B1334,2025-09-27 11:37:36.951,333,558,1,13,P1541,6F176,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1335,2026-02-11 11:37:36.951,360,119,3,30,P1113,SJ221,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1336,2025-07-03 11:37:36.951,325,212,1,24,P1203,6F112,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1337,2025-10-20 11:37:36.951,326,29,1,24,P1028,6F246,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1338,2026-02-21 11:37:36.951,346,662,1,20,P1642,6F014,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1339,2025-09-17 11:37:36.951,342,490,2,7,P1473,AI237,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1340,2025-12-14 11:37:36.951,340,717,1,22,P1696,6F003,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1341,2025-07-04 11:37:36.951,341,-1,1,22,P1252,6F249,CONFIRMED,1,0,0,0,0,0,1,9263.24,9263.24,2,1,1
B1342,2025-04-29 11:37:36.951,365,822,4,29,P1797,UK149,CONFIRMED,1,0,0,0,0,0,0,19003.28,19003.28,3,2,1
B1343,2026-03-08 11:37:36.951,358,935,3,19,P1904,SJ163,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1344,2026-03-28 11:37:36.951,367,954,3,3,P1921,SJ243,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1345,2025-06-06 11:37:36.951,357,398,4,13,P1385,UK113,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1346,2025-06-07 11:37:36.951,344,63,2,10,P1061,AI071,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1347,2026-02-07 11:37:36.951,348,531,1,25,P1514,6F271,PENDING,0,0,1,0,0,0,0,12000.54,0.0,1,1,1
B1348,2025-06-05 11:37:36.951,321,445,3,7,P1429,SJ015,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1349,2025-11-19 11:37:36.951,355,597,4,4,P1579,UK047,CANCELLED,0,1,0,0,0,0,0,11101.75,0.0,1,1,1
B1350,2026-02-04 11:37:36.951,323,553,4,26,P1536,UK020,PENDING,0,0,1,0,0,0,0,30051.37,0.0,3,3,1
B1351,2025-09-03 11:37:36.951,363,710,2,7,P1690,AI122,PENDING,0,0,1,0,0,0,0,14687.44,0.0,1,1,1
B1352,2025-10-20 11:37:36.951,314,-1,4,13,P1140,UK223,CANCELLED,0,1,0,0,0,0,1,12219.85,0.0,2,2,1
B1353,2025-09-19 11:37:36.951,334,766,1,12,P1742,6F148,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1354,2025-12-14 11:37:36.951,339,311,3,19,P1299,SJ162,CONFIRMED,1,0,0,0,0,0,0,10023.88,10023.88,1,1,1
B1355,2026-03-30 11:37:36.951,362,694,1,22,P1674,6F127,CONFIRMED,1,0,0,0,0,0,0,14298.51,14298.51,2,2,1
B1356,2025-11-10 11:37:36.951,371,322,2,24,P1310,AI173,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1357,2026-02-05 11:37:36.951,347,487,1,26,P1470,6F065,UNKNOWN,0,0,0,0,1,0,0,6983.72,0.0,1,1,1
B1358,2025-06-22 11:37:36.951,368,405,2,13,P1392,AI053,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1359,2025-10-22 11:37:36.951,338,661,2,21,P1641,AI241,CONFIRMED,1,0,0,0,0,0,0,21566.81,21566.81,4,3,1
B1360,2025-06-15 11:37:36.951,337,460,2,13,P1444,AI105,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1361,2025-08-24 11:37:36.951,378,781,2,7,P1757,AI110,PENDING,0,0,1,0,0,0,0,5339.72,0.0,1,1,1
B1362,2025-10-22 11:37:36.951,373,834,2,24,P1808,AI252,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1363,2025-12-14 11:37:36.951,366,179,2,9,P1171,AI149,CANCELLED,0,1,0,0,0,0,0,8554.62,0.0,1,1,1
B1364,2025-09-09 11:37:36.951,383,593,2,19,P1575,AI224,PENDING,0,0,1,0,0,0,0,14123.66,0.0,3,3,1
B1365,2025-07-03 11:37:36.951,327,31,4,10,P1030,UK158,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1366,2025-05-05 11:37:36.951,376,48,1,7,P1046,6F125,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1367,2025-12-14 11:37:36.951,385,135,4,9,P1129,UK164,CONFIRMED,1,0,0,0,0,0,0,2379.52,2379.52,2,1,1
B1368,2025-12-26 11:37:36.951,351,364,4,19,P1351,UK007,CANCELLED,0,1,0,0,0,0,0,21921.94,0.0,3,3,1
B1369,2026-03-18 11:37:36.951,345,1012,1,14,P1977,6F118,PENDING,0,0,1,0,0,0,0,18103.68,0.0,3,2,1
B1370,2026-01-01 11:37:36.951,370,872,3,29,P1844,SJ004,CANCELLED,0,1,0,0,0,0,0,16512.64,0.0,2,2,1
B1371,2025-09-25 11:37:36.951,387,640,1,17,P1621,6F206,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1372,2025-05-11 11:37:36.951,382,598,3,8,P1580,SJ130,CANCELLED,0,1,0,0,0,0,0,10597.22,0.0,2,2,1
B1373,2026-02-14 11:37:36.951,349,59,3,28,P1057,SJ070,CANCELLED,0,1,0,0,0,0,0,6540.32,0.0,1,1,1
B1374,2025-04-24 11:37:36.951,397,110,2,19,P1105,AI085,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1375,2025-09-02 11:37:36.951,374,-1,3,8,P1811,SJ109,CONFIRMED,1,0,0,0,0,0,1,19214.79,19214.79,2,2,1
B1376,2025-08-24 11:37:36.951,395,341,2,18,P1329,AI168,PENDING,0,0,1,0,0,0,0,19918.21,0.0,3,2,1
B1377,2025-10-24 11:37:36.951,375,791,4,8,P1767,UK123,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1378,2026-01-16 11:37:36.951,401,851,4,24,P1823,UK110,PENDING,0,0,1,0,0,0,0,14416.01,0.0,2,2,1
B1379,2025-11-02 11:37:36.951,389,702,2,15,P1682,AI206,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1380,2026-04-16 11:37:36.951,350,395,1,25,P1382,6F007,PENDING,0,0,1,0,0,0,0,14705.02,0.0,1,1,1
B1381,2025-11-11 11:37:36.951,402,1020,3,20,P1984,SJ013,PENDING,0,0,1,0,0,0,0,7452.89,0.0,1,1,1
B1382,2025-09-19 11:37:36.951,369,169,4,1,P1161,UK061,PENDING,0,0,1,0,0,0,0,14862.46,0.0,1,1,1
B1383,2025-09-24 11:37:36.951,410,1035,2,9,P1996,AI010,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1384,2025-05-16 11:37:36.951,356,297,2,27,P1285,AI024,CONFIRMED,1,0,0,0,0,0,0,5107.55,5107.55,1,1,1
B1385,2025-06-08 11:37:36.951,399,72,4,26,P1070,UK130,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1386,2026-03-12 11:37:36.951,386,790,2,12,P1766,AI161,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1387,2025-07-23 11:37:36.951,359,469,3,19,P1453,SJ208,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
